ds,yhat,yhat_lower,yhat_upper
2014-04-15,870.3491420029719,-1916.9509806561102,3699.8113271056463
2014-04-16,5.934824474560401,-2815.505114419009,2790.511360051214
2014-04-18,1472.8319457226933,-1257.2624712345068,4093.779370281083
2014-04-19,1076.1950352318802,-1505.1655646299632,3883.9075083633206
2014-04-20,1258.201851115089,-1389.7158944488215,4234.767566199951
2014-04-21,1463.9384244457624,-1088.354576525461,4316.642591013027
2014-04-22,875.7961946835441,-1650.765685119742,3634.1454042491214
2014-04-23,0.5062006014823055,-2527.7107639977394,2808.902247526713
2014-04-25,1440.0917991747122,-1346.717214843437,4184.446620884541
2014-04-26,1028.4812812264488,-1776.2194866182372,3705.5339906415916
2014-04-28,1387.3333937480404,-1150.7346761208505,4134.145739046128
2014-04-29,786.6710191132096,-2097.5590377349067,3533.2279143051455
2014-04-30,-99.0157524214826,-2886.399682930337,2320.2700879016684
2014-05-02,1328.1872196208803,-1410.0418898682074,4202.711173489338
2014-05-03,915.3631525346299,-1874.0593122818043,3527.341299445153
2014-05-04,1084.9429701077106,-1671.3044924867352,3883.2393270179336
2014-05-05,1282.8330508802817,-1432.3028049787345,3913.4945506937074
2014-05-06,692.0814980094634,-2263.8910044186587,3137.390595468821
2014-05-07,-180.10484494463367,-2745.7362449934117,2622.8815291214232
2014-05-08,1016.2999420928957,-1951.1801350938301,3863.1299630768854
2014-05-09,1283.762268329875,-1366.1644945053158,4009.547814010674
2014-05-10,893.3018324447854,-1625.8776844015958,3660.6734020220715
2014-05-11,1087.260206088602,-1762.3807290663585,3845.8955529903233
2014-05-12,1310.95753755323,-1480.1190208021553,4034.6658681037115
2014-05-13,746.8109869747448,-1812.2481545063729,3692.4649367019347
2014-05-14,-98.62987210911274,-2987.6047472857936,2592.5721479722515
2014-05-16,1416.5017422306469,-1174.248677640925,4275.014284938627
2014-05-17,1049.282459471953,-1544.911911873671,3811.267202165372
2014-05-18,1264.101778526336,-1446.6977862524132,4019.205486156753
2014-05-19,1505.7634198977341,-1281.7542363972304,4164.945730431833
2014-05-20,956.2431299562065,-1749.8983698137697,3763.5711838435027
2014-05-21,121.7351605675583,-2687.9402396098285,3063.4243665390777
2014-05-22,1351.3399199037985,-1463.2684667332699,3942.1297962035733
2014-05-23,1646.7098263231444,-1102.9997295242074,4526.2024536375075
2014-05-24,1278.1830483273536,-1599.6589586517482,4058.7829535550104
2014-05-25,1487.569009152486,-1136.622123145489,4208.982844163167
2014-05-26,1719.8176003319645,-952.2514896896398,4311.324764149992
2014-05-27,1157.1454551488755,-1335.4561331915656,3826.018090983989
2014-05-28,306.07439382729285,-2387.7380075080882,3029.9026671310257
2014-05-30,1789.369586056118,-891.90316181623,4586.4773030487495
2014-05-31,1396.7139401277072,-1196.5622597194802,4089.4393603954513
2014-06-01,1580.5065995770758,-1342.9433624206229,4237.316314855032
2014-06-02,1786.273579178554,-954.0717277468061,4562.090812406111
2014-06-03,1196.8130186209364,-1539.70198516504,3860.671003784244
2014-06-04,319.2184158664704,-2475.5928102472863,3061.9984332256977
2014-06-06,1752.4125048298042,-744.0896449507586,4605.775978045937
2014-06-07,1337.1482861124548,-1623.550014804775,4166.710928346172
2014-06-08,1500.512826481394,-1254.7570875765928,4170.962572330875
2014-06-09,1688.3628086985123,-1311.6031199363372,4432.84068579896
2014-06-10,1083.7522036253392,-1586.0748467159133,3956.4470708302097
2014-06-13,1611.8722879557413,-1136.076634001443,4406.701100935726
2014-06-14,1193.4976522871593,-1499.3233031822988,3968.163107152538
2014-06-15,1356.6173644155906,-1463.8490086263118,4028.785543391761
2014-06-16,1546.8910563081558,-1364.4724569379512,4199.143931701415
2014-06-17,947.118917706709,-1896.7440649558503,3590.1389206140357
2014-06-18,64.27068438945389,-2697.345269573131,2774.901512036746
2014-06-20,1501.0645348347516,-1222.556720425664,4195.336949927202
2014-06-21,1093.8728643613317,-1707.5813846351866,3705.134992185752
2014-06-22,1268.8371518773517,-1775.1859545451846,3944.7800844072917
2014-06-23,1471.2487616931987,-1318.9250131966396,4188.4896244139045
2014-06-24,883.559176637683,-1823.6736996262125,3937.495362533725
2014-06-25,12.418312288028119,-2639.5316171723307,2864.5757266566325
2014-06-27,1470.413274020124,-1529.241302155287,4065.735755827914
2014-06-28,1072.2849429884866,-1767.8580068788997,3758.1436439999366
2014-06-29,1255.0846738908124,-1529.0244711007051,3826.077007649884
2014-06-30,1464.017391159065,-1379.0901821475434,4032.831552660022
2014-07-01,881.5007489878831,-1764.9896223677795,3590.254114418183
2014-07-02,14.201383048637354,-2682.666755333057,2775.576047045534
2014-07-04,1476.1814145979463,-1292.888692786041,4202.459982197707
2014-07-05,1078.4433071149379,-1464.2850905935968,3877.8467765854066
2014-07-06,1260.7817005389677,-1223.7907113972904,4008.0490751398297
2014-07-07,1468.59169949436,-1161.854436987987,4410.907871536836
2014-07-08,884.493450171113,-1920.4802462277057,3515.694298602941
2014-07-09,15.360012457781067,-2920.2648206068407,2815.668759232999
2014-07-11,1473.7111179863641,-1245.205999969449,4095.989328411579
2014-07-12,1074.5393978047302,-1704.867785992644,3944.4859499212494
2014-07-13,1255.9010729821148,-1377.1025236423511,4096.243251294004
2014-07-14,1463.307114985918,-1274.065913072949,4118.7882912849
2014-07-15,879.4597705849537,-1807.0656077088602,3623.950636040969
2014-07-18,1473.6361826454165,-1238.9873100243422,4266.642877706475
2014-07-19,1077.4313055117782,-1695.6715756116832,3626.2362750106695
2014-07-20,1262.289694397131,-1440.0529354935748,4151.059872422274
2014-07-21,1473.6041771292973,-1298.424776179207,4181.986506738456
2014-07-22,893.9383358020026,-1859.0124888266237,3672.9618390168866
2014-07-23,30.058574093985726,-2533.7664892868547,2661.560457879671
2014-07-25,1500.7430521691613,-1305.8645656735478,4332.032139533178
2014-07-26,1108.25224750414,-1569.1310587822827,3873.636180119518
2014-07-27,1296.33884155566,-1483.4442263237643,3885.5848299537784
2014-07-28,1510.2818296909911,-1376.5143740357266,4158.778230961532
2014-07-30,69.88595625700782,-2655.0310343913825,2830.0695031737114
2014-08-01,1540.7572441576544,-1027.97881249436,4177.6322987245385
2014-08-02,1147.342721160943,-1792.5458234536297,3780.8498521809556
2014-08-03,1333.961911953104,-1333.811729688445,4047.441666211835
2014-08-04,1546.04604262359,-1266.7890664769157,4374.57115395507
2014-08-05,966.2633700512848,-1676.577721446848,3830.1426260021376
2014-08-06,101.55216038566732,-2510.6357022054235,2829.959583185217
2014-08-08,1569.4417124334016,-1122.7975486893486,4257.260868296393
2014-08-09,1175.6412455959808,-1562.8920368489157,3770.1598375969743
2014-08-11,1577.223221042818,-1167.2331308135776,4343.949144011721
2014-08-12,1001.261516256091,-1718.7133104691159,3768.4281730098255
2014-08-15,1628.2748955250056,-1066.7089592268446,4248.012519622695
2014-08-16,1247.1141998308915,-1562.8778365495414,4070.411162345995
2014-08-17,1449.616207126245,-1376.841085593881,4229.341598971982
2014-08-19,1125.6615519214988,-1597.2153624616155,3778.683273472651
2014-08-20,289.14659245313806,-2392.4898959100046,3007.931752864121
2014-08-22,1826.1731462493617,-949.0811923951018,4676.881820564944
2014-08-23,1473.0231471352329,-1259.1290826483082,4486.510768075211
2014-08-24,1704.6974667666288,-691.2881774955255,4506.683548805701
2014-08-25,1966.4783807921854,-671.7096431392421,4570.257954457479
2014-08-26,1440.7587216169193,-1221.1268618951087,4272.273634077729
2014-08-27,634.0717839693698,-2191.451672167522,3579.4249813452675
2014-08-29,2227.6292680645156,-549.6195480464072,5078.424394068978
2014-08-30,1900.0307750200566,-942.0128090347224,4668.574297156933
2014-08-31,2154.6815389148405,-741.1116669221226,4825.324978947801
2014-09-01,2436.3088027673193,-167.89693865596817,5313.469793484173
2014-09-02,1926.7799946579048,-798.2666826029574,4843.153785663317
2014-09-03,1132.1440080500465,-1678.9617436329413,3773.0385572619803
2014-09-05,2735.7142963160554,193.12032538567405,5367.397700177989
2014-09-06,2405.405202963767,-239.83555206834802,5119.338172547966
2014-09-07,2651.876479120507,-124.91840949951896,5355.7579016386735
2014-09-08,2919.7147395503475,321.28753237081287,5786.077055017546
2014-09-09,2390.734214477704,-232.0898364257711,4980.60146256279
2014-09-10,1571.0206024921752,-1002.2798094596086,4206.426241808831
2014-09-11,2809.61550154374,-138.9819606291947,5491.080383148948
2014-09-12,3108.1586628737514,291.45728968273403,5835.847966278616
2014-09-13,2737.0179520337024,140.17215287771924,5624.749062619497
2014-09-14,2938.0710959227335,139.99348293662928,5716.631828233487
2014-09-15,3156.3713414235617,318.8500735306391,5875.978124502162
2014-09-16,2574.2705363135,-260.7675874002725,5229.162624733796
2014-09-17,1698.4548759571305,-955.4674418470945,4294.047026618158
2014-09-19,3117.1043839906743,370.9068692738754,5860.077127472405
2014-09-20,2685.006573087673,30.99347005844162,5296.599804355777
2014-09-21,2824.958108571067,47.51024604846497,5537.720729581671
2014-09-22,2982.776905337012,156.62922719402548,5685.031880806075
2014-09-23,2341.579330165712,-328.657934313231,5251.387029023089
2014-09-24,1408.80489715964,-1247.7019756350653,4197.8781671152
2014-09-25,2534.880870539329,-264.07549051189585,5315.259270652981
2014-09-26,2722.844362701032,-44.89347577531822,5299.8497966291425
2014-09-27,2244.4521555172505,-753.8418425288573,4957.2020491547155
2014-09-28,2342.9426433628632,-464.3785816581813,4999.596436974415
2014-09-29,2464.682324263485,-289.8089410464213,5280.9264144126255
2014-09-30,1793.2706232465403,-1116.4922545192744,4442.955002387961
2014-10-01,836.5585348428501,-2033.98858642917,3479.6003345071053
2014-10-02,1945.3081958539942,-793.0664223112345,4534.432506956032
2014-10-03,2122.8109961327546,-572.0381539556438,4687.211137329356
2014-10-04,1640.9944596544333,-1065.8051365555793,4452.324127379616
2014-10-05,1743.1822855813793,-952.5222547677874,4502.348013785013
2014-10-06,1875.7399560911858,-999.0578944418098,4497.173186675084
2014-10-07,1222.1796672608634,-1510.3118550394274,4273.396261093223
2014-10-08,290.180036003185,-2444.782492139187,3074.6061772353078
2014-10-09,1430.2476566165265,-1223.8185640698005,4149.516363916615
2014-10-10,1645.338074910888,-937.7776699998944,4387.696340913956
2014-10-11,1206.9663719299172,-1538.3717855167536,3791.941753675506
2014-10-12,1357.9717071114567,-1442.9896546523203,4054.2446096742083
2014-10-13,1544.1681886415345,-996.7528013122936,4401.692919890744
2014-10-14,948.4557891958899,-1841.9878393169627,3590.029614562475
2014-10-15,77.84672246231389,-2517.6407943119802,2794.312945906078
2014-10-16,1282.1343157423892,-1580.8196104808917,4083.8790320427515
2014-10-17,1563.5219066582881,-1185.076158578276,4254.725149938397
2014-10-18,1192.7419124340622,-1677.0592632769165,4031.036637378818
2014-10-19,1411.829372793722,-1373.4758442420064,4003.551264389255
2014-10-20,1665.7822770995867,-768.5292572937975,4401.278211193581
2014-10-21,1136.6823334180597,-1543.0493140886513,3805.9858883209586
2014-10-22,330.73150868789185,-2301.0039408230264,3117.5987077946033
2014-10-24,1936.7221289283716,-970.563392760639,4745.278168059197
2014-10-25,1620.1129760581439,-959.8434921023705,4292.43441501985
2014-10-26,1888.465283090406,-733.6420467693903,4677.585366401477
2014-10-27,2186.1634300544556,-532.9473943464535,4815.77715059787
2014-10-28,1694.7451968052371,-990.9577375864874,4490.662486265622
2014-10-29,919.9474068943864,-1639.6621090097456,3568.8779598970436
2014-10-31,2567.2404091817266,-105.00076159175003,5235.972006850177
2014-11-01,2260.314194496119,-168.75545367206365,5124.3733659335785
2014-11-02,2530.899087937496,-147.25839194162614,5266.815031835731
2014-11-03,2823.4112844638967,158.51135373997,5708.3102607202
2014-11-04,2319.5312183180586,-337.4576357513197,5107.240308570217
2014-11-05,1525.2492292936938,-1238.0947278981885,4507.770012261051
2014-11-06,2789.551300439539,82.41923263902252,5621.089510326662
2014-11-07,3114.062035420673,94.47929727962328,5885.382750480884
2014-11-08,2769.174685461695,-116.63257117406737,5531.802666435339
2014-11-09,2996.8322182145916,217.7459168415412,5810.13496673561
2014-11-10,3242.191470581409,673.4516082901373,6076.719563410599
2014-11-11,2687.7438167442106,-202.31862529116336,5431.260826634561
2014-11-12,1840.347525737238,-1094.782230396972,4490.230546468968
2014-11-14,3318.957881069907,355.04684095058207,6058.7962327173145
2014-11-15,2918.8633425746425,233.9020056422789,5691.545018383766
2014-11-16,3092.493814242654,154.85834229384847,5598.869777385346
2014-11-17,3285.9145869049617,639.2362894452239,6013.845465350662
2014-11-18,2682.4798667966907,-52.12887201802718,5463.035230645276
2014-11-19,1789.8472591283091,-933.2422416748564,4498.609581128626
2014-11-20,2958.631587234346,242.12175517324997,5683.043708479187
2014-11-21,3192.0158510768388,534.044123777006,5935.992337627675
2014-11-22,2761.849804822443,-18.826038998420465,5407.314865433503
2014-11-23,2911.4008357318307,280.0946236007389,5445.422971898476
2014-11-24,3086.9898803747255,445.4978288713829,5747.611265313304
2014-11-25,2472.0864908648855,-389.83761940168944,5389.230447334847
2014-11-26,1574.318876927015,-1162.5383875378523,4371.840804792814
2014-11-27,2744.1263746971117,73.17878124949279,5628.605951996528
2014-11-28,2984.372280198,305.77196953633387,5776.72421495517
2014-11-29,2566.447589550906,-84.6207859774796,5488.536748112877
2014-11-30,2733.0303138644967,75.05818908800586,5548.281900430481
2014-12-01,2929.7330114427396,73.38576989243678,5673.533145496998
2014-12-02,2339.2124806353618,-283.2558427437258,5207.997454388066
2014-12-03,1468.1971661169036,-1459.556861811434,4231.889882111537
2014-12-04,2666.159443740129,-126.23011479250329,5501.126367833731
2014-12-05,2934.9502828291393,202.68595477709397,5568.689370202445
2014-12-06,2544.9263892299314,-276.8653129181492,5172.895975510193
2014-12-07,2737.7339803903733,169.50327957709573,5570.129877645446
2014-12-08,2957.981280870889,253.90169391306225,5803.853253758116
2014-12-09,2387.373094039136,-265.37090853529384,4900.028893041716
2014-12-10,1531.7624247885674,-1210.6256464584671,4246.01579781598
2014-12-12,3012.818381876771,337.2889867572725,5863.328786836749
2014-12-13,2620.520981320782,-137.85269909347127,5301.235317943796
2014-12-14,2804.238314621707,19.99386253545115,5455.274330500886
2014-12-15,3008.3844397312923,274.55909934104056,5519.995295456598
2014-12-16,2414.645766223839,-363.46571147510195,4960.8337904088075
2014-12-17,1529.0371758261997,-1341.7856744856335,4278.146321622268
2014-12-19,2931.0408509555,276.3904928541184,5690.91379377802
2014-12-20,2490.894396765496,-441.8051023102848,4861.143307384486
2014-12-21,2622.284562788508,-96.43736185411785,5402.6468053372655
2014-12-22,2770.6052839120543,-77.5243709109965,5180.400763938647
2014-12-23,2118.6405424545155,-488.7848372035632,4870.553121003878
2014-12-24,1173.5966453773167,-1665.3997138612772,3911.233222428018
2014-12-26,2458.174992797819,-219.50944299484172,5019.874856668455
2014-12-27,1962.640681168923,-689.8137055083456,4771.415149196743
2014-12-28,2042.5765633889205,-739.8432333769831,4598.549376870053
2014-12-29,2144.604229188025,-787.7363324579676,4764.381770508106
2014-12-30,1452.6504323318254,-1284.829276845614,4016.7203412874783
2014-12-31,474.9502872464386,-2096.2255155589596,3130.614592197654
2015-01-02,1719.6015797852501,-1180.2515903826911,4325.920999014657
2015-01-03,1218.0574576898075,-1506.521414755756,4042.59124420189
2015-01-04,1301.8015495781754,-1529.0327692097637,3942.807960680888
2015-01-05,1417.5783313886109,-1304.1277329393174,4187.249202205508
2015-01-06,749.2172596889453,-1879.0560316509277,3064.695256532529
2015-01-09,1141.7357505420127,-1669.705185688247,3967.4269087105067
2015-01-10,697.8370565299468,-1973.7208960184485,3240.9002368843935
2015-01-12,1029.9285141079713,-1557.4588311926393,3740.431018954674
2015-01-13,433.82998995562,-2207.5297091982407,3087.2893055190975
2015-01-17,676.2823053368031,-2084.9651010894886,3357.8211114103106
2015-01-19,1136.6082880202691,-1375.7462900252608,3783.9202493963644
2015-01-23,1321.7625734623937,-1619.9417509141008,4064.4683859095744
2015-01-24,966.2751440865374,-1601.088019373025,3763.7385502250945
2015-01-26,1429.4552968384135,-1270.3085723120594,4058.078236575914
2015-01-27,873.462382222939,-1810.4011727008904,3423.1768404401237
2015-01-28,25.258388553445684,-2693.6496182318883,2873.260330410402
2015-01-30,1500.2735830397176,-1268.503183648637,4289.232092070753
2015-01-31,1095.5294899772884,-1800.6051748048353,3894.6016018131936
2015-02-03,825.3219041643463,-1881.4194335637965,3520.1393479868407
2015-02-06,1263.978172281156,-1384.3987988852116,4030.798223865478
2015-02-07,801.9992224197135,-1965.4970152323117,3443.3713183778937
2015-02-08,916.2597926098935,-1801.1676462648306,3588.693276961946
2015-02-09,1053.7037366290647,-1644.822001627947,3873.4023793848432
2015-02-10,398.5753200325355,-2277.957073493094,3034.9793721216547
2015-02-14,331.0158518679291,-2419.2636566362676,3199.3435895340867
2015-02-15,462.5679355564423,-2498.6685758556005,3258.8787357926494
2015-02-16,628.8654581195165,-1929.9822311355986,3224.362124347271
2015-02-18,-874.723182202388,-3659.0379364379473,1774.1075653910264
2015-02-20,582.5738967210798,-2207.8255875574596,3345.0687387563476
2015-02-21,202.5529824240714,-2607.573522510552,2807.5409423472825
2015-02-22,416.27741329967694,-2218.376796759545,3229.0716678802796
2015-02-23,668.9883813521402,-1899.9662711045612,3309.9985002693775
2015-02-25,-655.9861373760484,-3302.581399405259,2045.6853676874125
2015-02-27,975.6744084524465,-1684.8133003716655,3867.4602646520984
2015-02-28,676.8149042574225,-2129.207308111244,3539.540615008002
2015-03-01,965.471266747735,-1672.7342930771088,3771.304367922499
2015-03-02,1285.379189045689,-1376.7095159846408,4174.7586166706305
2015-03-05,1380.428518039024,-1606.2990634071596,4110.399280457286
2015-03-06,1759.7731619077467,-847.7180464303816,4407.970603711968
2015-03-07,1473.5723408434437,-1258.2077359057691,4181.631956557968
2015-03-08,1762.4450457566859,-831.7456735938675,4584.942228064994
2015-03-09,2070.212338682896,-616.1983232075893,4749.786511425777
2015-03-10,1578.0450264209073,-1181.5026203626041,4046.9333307091492
2015-03-12,2059.3232063045702,-668.6362782189681,4673.861858105791
2015-03-13,2382.881481416577,-424.557408357973,5113.580545389204
2015-03-14,2032.5109375499674,-863.6008615261361,4793.773960853949
2015-03-15,2250.188008807884,-485.4085482690502,5053.940950145574
2015-03-16,2481.2101274883466,-226.4667411249365,5200.534062545154
2015-03-17,1908.308142127692,-960.2367753155609,4600.262550391617
2015-03-19,2222.5866629919265,-577.3610615057908,4995.009125954803
2015-03-20,2463.0871223714767,-135.8747976050817,5225.488770384993
2015-03-21,2032.011551393332,-693.6011631563425,4488.161638656868
2015-03-22,2172.7789623530466,-662.1818907473473,4950.170745461024
2015-03-23,2331.984009656112,-137.78275331037116,5112.801994188504
2015-03-24,1693.512416401818,-1053.4236496079025,4392.168131259618
2015-03-26,1899.122823569178,-909.6061031735901,4642.217165177299
2015-03-27,2097.8957129754635,-779.9587161711562,4784.938336269686
2015-03-28,1634.0618922476922,-1108.110847552948,4253.730965116769
2015-03-29,1751.1868089209045,-832.5399893659363,4427.440920254563
2015-03-30,1895.820214333615,-665.4831945655704,4606.114225053691
2015-03-31,1251.590319562135,-1435.045193110824,4091.8535517035093
2015-04-02,1470.1636059141617,-1306.3800536164822,4225.39360459925
2015-04-04,1245.8470731994144,-1414.8389552084723,4100.316749475121
2015-04-05,1391.4692229046827,-1204.3407561002064,4199.854920013715
2015-04-06,1568.6180711491022,-1110.3878060298287,4336.060083441159
2015-04-07,959.8142022734431,-2078.22057513366,3850.125426701812
2015-04-09,1253.513610541629,-1500.2392678489286,4118.186427329023
2015-04-10,1507.1623457180983,-1275.610393901392,4101.208632791227
2015-04-11,1102.9368429813587,-1578.4808969390267,3870.040987987335
2015-04-12,1282.5178461064284,-1388.1273890637754,3965.0266814739152
2015-04-13,1490.6143120904585,-1022.3402100213324,4212.13627945072
2015-04-14,909.1034635130895,-1862.6485781383785,3673.8551456057917
2015-04-16,1244.5754214596018,-1346.6361582516413,4078.692199409575
2015-04-17,1512.1604479516163,-1181.806171336129,4309.743906472426
2015-04-18,1117.1332100221396,-1424.079700083001,3882.4235796906337
2015-04-19,1301.2838513517274,-1553.6253340578562,4191.389262316101
2015-04-20,1509.5712934971589,-1388.9301521384828,4283.906033303973
2015-04-21,924.2508503096468,-1773.5509910159558,3719.0879954790885
2015-04-22,51.912748025992414,-2429.6122485592177,2725.8564700891893
2015-04-24,1497.2317551663382,-1030.5741724666543,4374.760579636646
2015-04-25,1088.1362158878983,-1605.989832276888,4050.2907071930185
2015-04-26,1257.4009771060475,-1450.8159946297426,4055.807428529937
2015-04-27,1450.7298736342589,-1312.2477761250536,3980.7113373331717
2015-04-28,851.1063562701319,-1692.4895651694717,3701.8439002180653
2015-04-29,-34.189562249404844,-2836.707901907073,2890.5563979675794
2015-04-30,1145.0750025417208,-1647.0903879775362,3833.8524305690385
2015-05-01,1391.6994321451928,-1298.599976969891,4134.24026760508
2015-05-02,977.1511538697107,-1767.6773670080554,3679.3504988970944
2015-05-03,1144.319896102871,-1641.68486743166,3868.9775692258254
2015-05-04,1339.1574529750114,-1103.7565841289427,4049.4061759032093
2015-05-07,1060.3552850139833,-1636.7367034673703,3774.4183087612973
2015-05-08,1323.014781242173,-1409.3428719838248,3998.7619499504044
2015-05-09,927.5842692768372,-1857.3744606409336,3720.0798363497797
2015-05-10,1116.529214661067,-1504.5731066489184,3874.8924193866433
2015-05-11,1335.2954008909492,-1607.8940582851642,3913.3067238574854
2015-05-12,766.423821602578,-1914.2605539331716,3544.737331969241
2015-05-13,-83.41734990675809,-2831.369875071506,2671.5282265100273
2015-05-14,1135.2431669089767,-1640.5273229289944,3911.2703995259367
2015-05-15,1424.316950098309,-1236.4029409626085,4305.246945617679
2015-05-16,1054.2841917961894,-1677.5082119729852,3799.9759452840244
2015-05-17,1266.9771052582764,-1509.5268573331743,3975.301477834049
2015-05-18,1507.2503563685655,-1115.161710770612,4155.513001213411
2015-05-20,122.76820850775357,-2637.9965787051074,2841.890190329575
2015-05-21,1353.313216039189,-1167.6817034424882,4016.059015471427
2015-05-22,1650.3733396149923,-1114.5529980277383,4464.111679045826
2015-05-23,1284.242895241293,-1421.761588896848,3807.5957031329863
2015-05-24,1496.6709520786146,-1352.0125929293386,4293.135167122672
2015-05-25,1732.532449175524,-957.456926575382,4594.372754347231
2015-05-26,1173.9567299939465,-1512.614612428665,3917.0355271032736
2015-05-28,1542.1681758686284,-1247.35630758286,4289.603408128907
2015-05-29,1820.368174756079,-984.2559689100623,4706.9571412953
2015-05-30,1432.716351104702,-1232.6861392457008,4282.709063640203
2015-05-31,1621.469563198608,-1087.6382344558465,4277.80986040773
2015-06-01,1832.0504057669232,-1140.7431143205565,4601.6002030756745
2015-06-04,1561.9638213265914,-1405.974012238301,4299.761404368196
